strongNumber,hebWord,lang,etymComplete,etymDesc,variants,morphology,heading,entrycontent,phonemes,multiarticle
2315,חֶ֫דֶר,H,2314+חדר,from H2314,,N-M,chamber,"1) chamber, room, parlour, innermost or inward part, within",ḥeder,
2316,חֲדַר,H,2315+חדר,another form for H2315,,N_N-M-P,Hadar,"Hadar = ""honour""<br>1) an Edomite king<br> (scribal error for חֲדַד)",ḥădar,
2317,חַדְרָ֔ךְ,H,,of uncertain derivation,,N_N--L,Hadrach,"Hadrach = ""dwelling""<br>1) a city of Syria (mod Lebanon)",ḥadrāxᵊ,
2318,חָדַשׁ,H,,a primitive root,,V,to renew,"1) to be new, renew, repair<br>&emsp;1a) (Piel)<br>&emsp;&emsp;1a1) to renew, make anew<br>&emsp;&emsp;1a2) to repair<br>&emsp;1b) (Hithpael) to renew oneself",ḥādaš,
2319,חָדָשׁ,H,2318+חדשׁ,from H2318,,A,new,"1) new, new thing, fresh",ḥādāš,
2320,חֹ֫דֶשׁ,H,2318+חדשׁ,from H2318,,N-M,month,"1) the new moon, month, monthly<br>&emsp;1a) the first day of the month<br>&emsp;1b) the lunar month",ḥōdeš,
2321,חֹ֫דֶשׁ,H,2320+חודשׁ,the same as H2320,,N_N-F-P,Hodesh,"Hodesh = ""new moon""<br>1) the wife of Shaharaim, a Benjamite",ḥōdeš,
2322,חֲדָשָׁה,H,2319+חדשׁ,feminine of H2319,,N_N--L,Hadashah,"Hadashah = ""new""<br>1) one of the towns in the low country of Judah",ḥădāšā,
2323,חֲדַ֑ת,A,2319+חדשׁ,(Aramaic) corresponding to H2319,,A,new,1) new,ḥădat,
2324,חֲוָה,A,2331+חוה,(Aramaic) corresponding to H2331,,V,to show,"1) to show, interpret, explain, inform, tell, declare<br>&emsp;1a) (Pael) to show, interpret<br>&emsp;1b) (Aphel) to show",ḥăwā,
2325,חוּב,H,,a primitive root,,V,to endanger,"1) to be guilty, make guilty<br>&emsp;1a) (Piel) to endanger",ḥūv,
2326,חוֹב,H,2325+חוב חיב,from H2325,,N-M,debtor,"1) a debt, debtor",ḥōv,
2327,חוֹבָה,H,2247+חבה,feminine active participle of H2247,,N_N--L,Hobah,"Hobah = ""hiding place""<br>1) a city north of Damascus to which Abraham pursued the kings who had pillaged Sodom",ḥōvā,
2328,חוּג,H,,a primitive root. Compare H2287,,V,to mark,"1) to encircle, encompass, describe a circle, draw round, make a circle<br>&emsp;1a) (Qal) to encircle, encompass",ḥūg,
2329,חוּג,H,2328+חוג,from H2328,,N-M,circle,"1) circle, circuit, compass<br>2) (BDB) vault (of the heavens)",ḥūg,
2330,חוּד,H,,a primitive root,,V,to riddle,"1) (Qal) to propose a riddle, propound a riddle",ḥūd,
2331,חָוָה,H,,a primitive root,,V,to tell,"1) (Piel) to tell, declare, show, make known<br>2) (CLBL) to breath",ḥāwā,
2332,חַוָּה,H,2331+חוה,causatively from H2331,,N_N-F-P,Eve,"Eve = ""life"" or ""living""<br>1) the first woman, wife of Adam",ḥawwā,
2333,חַוָּה,H,2332+חוה,"(properly) the same as H2332 (life-giving, i.e. living-place)",,N-F,village,"1) village, town, tent village",ḥawwā,
2334,חַוּוֹת יָעִיר,H,2333+חוה|3265+יעור,from the plural of H2333 and a modification of H3265,,N_N--L,Havvoth-jair,"Havoth-jair = ""villages of Jair""<br>1) certain villages on the east of Jordan, in Gilead or Bashan, which were taken by Jair, the son of Manasseh, and called after his name; 60 or 23 or 30 cities in total",ḥawwōt yāʿīr,
2335,חוֹזַי,H,2374+חוזה,from H2374,,N_N-M-P,seer,1) seer<br>&emsp;1a) seer<br>&emsp;1b) vision,ḥōzay,
2336,חוֹחַ,H,,from an unused root apparently meaning to pierce,,N-M,thistle,"1) thorn, brier, bramble, thornbush, thicket<br>2) hook, ring, fetter",ḥōaḥ,
2337,חָוָח,H,2336+חוח,perhaps the same as H2336,,N-M,thicket,"1) rock, crevice (a hiding place)",ḥāwāḥ,
2338,חוּט,A,2339+חוט,"(Aramaic) corresponding to the root of H2339, perhaps as a denominative",,V,to repair,"1) (Aphel) to repair, join",ḥūṭ,
2339,חוּט,H,,from an unused root probably meaning to sew,,N-M,thread,"1) a thread, cord, line, string",ḥūṭ,
2340,חִוִּי,H,2333+חוה,perhaps from H2333,,N_N--LG,Hivite,"Hivite = ""villagers""<br>1) 6th generation of descendants of Canaan, the son of Ham, who were living in northern Canaan near Mount Hermon at the time of the conquest",ḥiūī,
2341,חֲוִילָה,H,2342+חול חיל,probably from H2342,,N_N--L;N_N-M-P,Havilah,"Havilah = ""circle""<br>n pr loc<br>1) a part of Eden through which flowed the river Pison (Araxes); was probably the Grecian Colchis, in the northeast corner of Asia Minor, near the Caspian Sea<br>2) a district in Arabia of the Ishmaelites named from the 2nd son of Cush; probably the district of Kualan, in the northwestern part of Yemen<br>n pr m<br>3) a son of Cush<br>4) a son of Joktan",ḥăwīlā,
2342,חוּל,H,,a primitive root,"חוּל, חִיל",V,to twist|be firm,"1) to twist, whirl, dance, writhe, fear, tremble, travail, be in anguish, be pained<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to dance<br>&emsp;&emsp;1a2) to twist, writhe<br>&emsp;&emsp;1a3) to whirl, whirl about<br>&emsp;1b) (Polel)<br>&emsp;&emsp;1b1) to dance<br>&emsp;&emsp;1b2) to writhe (in travail with), bear, bring forth<br>&emsp;&emsp;1b3) to wait anxiously<br>&emsp;1c) (Pulal)<br>&emsp;&emsp;1c1) to be made to writhe, be made to bear<br>&emsp;&emsp;1c2) to be brought forth<br>&emsp;1d) (Hophal) to be born<br>&emsp;1e) (Hithpolel)<br>&emsp;&emsp;1e1) whirling (participle)<br>&emsp;&emsp;1e2) writhing, suffering torture (participle)<br>&emsp;&emsp;1e3) to wait longingly<br>&emsp;1f) (Hithpalpel) to be distressed|1) to be firm, strong",ḥūl,m
2343,חוּל,H,2342+חול חיל,from H2342,,N_N-M-P,Hul,"Hul = ""circle""<br>1) the second son of Aram and grandson of Shem",ḥūl,
2344,חוֹל,H,2342+חול חיל,from H2342,,N-M,sand,1) sand,ḥōl,
2345,חוּם,H,,from an unused root meaning to be warm;,,A,darkened,"1) dark colour, darkened, dark brown or black",ḥūm,
2346,חוֹמָה,H,,feminine active participle of an unused root apparently meaning to join,,N-F,wall,1) wall,ḥōmā,
2347,חוּס,H,,a primitive root,,V,to pity,"1) (Qal) to pity, have compassion, spare, look upon with compassion",ḥūs,
2348,חוֹף,H,,from an unused root meaning to cover,,N-M,coast,"1) seashore, coast, shore",ḥōf,
2349,חוּפָם,H,2348+חוף,from the same as H2348,,N_N-M-P,Hupham,"Hupham = ""coast-man""<br>1) a son of Benjamin, founder of the family of the Huphamites",ḥūfām,
2350,חוּפָמִי,H,2349+חופם,patronymically from H2349,,N_N--PG,Huphamites,Huphamites = see Hupham<br>1) descendants of Hupham of the tribe of Benjamin,ḥūfāmī,
2351,חוּץ,H,,(both forms feminine in the plural) from an unused root meaning to sever,,N-M,outside,"1) outside, outward, street, the outside",ḥūṣ,
2352,חֻר,H,,from an unused root probably meaning to bore,,N-M,cavern,1) hole,ḥur,
2353,חוּר,H,2357+חרר,from H2357,,N-M,white,"1) white cloth, white stuff",ḥūr,
2354,חוּר,H,2353+חור|2352+חור חור,the same as H2353 or H2352,,N_N-M-P,Hur,"Hur = ""hole""<br>1) a chief assistant to Moses and Aaron<br>2) grandfather of Bezaleel, the chief artificer of the tabernacle; possibly the same as 1 above<br>3) the 4th of the 5 kings of Midian who were slain with Balaam after Peor<br>4) father of Rephaiah in the time of Nehemiah<br>5) father of Ben-Hur who was commissariat officer for Solomon in Mount Ephraim",ḥūr,
2355,חוֹרָ֑י,H,2353+חור,the same as H2353,,N-M,white cloth,"1) white cloth, white stuff",ḥōrāy,
2356,חֹר,H,2352+חור חור,the same as H2352,,N-M,hole,"1) hole, cave",ḥōr,
2357,חָוַר,H,,a primitive root,,V,to pale,"1) (Qal) to be white, grow white, grow pale",ḥāwar,
2358,חִוָּר,A,2357+חרר,(Aramaic) from a root corresponding to H2357,,A,white,1) white,ḥiwwār,
2359,חוּרִי,H,2353+חור,probably from H2353,,N_N-M-P,Huri,"Huri = ""linen-weaver""<br>1) a Gadite, father of Abihail",ḥūrī,
2360,חוּרַי,H,2359+חורי,probably an orthographical variation for H2359,,N_N-M-P,Hurai,"Hurai = ""linen-weaver""<br>1) one of David's mighty warriors",ḥūray,
2361,חוּרָם,H,2353+חור,probably from H2353,,N_N-M-P,Huram,"Huram = ""noble born""<br>1) son of Bela and grandson of Benjamin<br>2) king of Tyre allied with David and Solomon; alternate spelling for 'Hiram'<br>3) a chief architect of Solomon's temple; alternate spelling for 'Hiram'",ḥūrām,
2362,חַוְרָן,H,2357+חרר|2352+חור חור,apparently from H2357 (in the sense of H2352),,N_N--L,Hauran,"Hauran = ""caverns""<br>1) a province of Palestine east of the Sea of Galilee; exact region uncertain but probably on the borders of the desert in the tetrarchy of Philip",ḥawrān,
2363,חוּשׁ,H,,a primitive root,"חוּשׁ, חוּשׁ",V,to hasten|to enjoy,"1) to haste, make haste, hurry<br>&emsp;1a) (Qal) to make haste<br>&emsp;1b) (Hiphil)<br>&emsp;&emsp;1b1) to show haste, act quickly, hasten, come quickly|1) to feel, enjoy",ḥūš,m
2364,חוּשָׁה,H,2363+חושׁ,from H2363,,N_N-M-P,Hushah,"Hushah = ""haste""<br>1) a descendant of Judah",ḥūšā,
2365,חוּשַׁי,H,2363+חושׁ,from H2363,,N_N-M-P,Hushai,"Hushai = ""hasting""<br>1) an Archite, a friend of David<br>2) the father of Baana, an officer of Solomon; probably the same as 1",ḥūšay,
2366,חוּשִׁים,H,2363+חושׁ,plural from H2363,"חוּשִׁים, חֻשִׁים",N_N-F-P|N_N-M-P,Hushim,"Hushim = ""who makes haste""<br>n pr f<br>1) one of the two wives of Shaharaim|Hushim = ""who makes haste""<br>n pr m<br>1) the sons of Aher, a Benjamite<br>1) descendants of Dan",ḥūšīm,m
2367,חֻשָׁם,H,2363+חושׁ,from H2363,,N_N-M-P,Husham,"Husham = ""haste""<br>1) one of the early kings of Edom",ḥušām,
2368,חֹתָם,H,2856+חתם,from H2856,,N-M,signet,"1) seal, signet, signet-ring",ḥōtām,
2369,חוֹתָם,H,2368+חותם חותם,the same as H2368,,N_N-M-P,Hotham,"Hotham = ""seal""<br>1) a man of Asher, son of Heber, of the family of Beriah<br>2) father of two of David's mighty warriors",ḥōtām,
2370,חֲזָה,A,2372+חזה,corresponding to H2372,,V,to see,"1) to see, behold<br>&emsp;1a)(P'al)<br>&emsp;&emsp;1a1) to see<br>&emsp;&emsp;1a2) to see, behold, witness<br>&emsp;&emsp;1a3) to behold (in a dream or vision)<br>&emsp;&emsp;1a4) customary, seemly (passive)",ḥăzā,
2371,חֲזָהאֵל,H,2372+חזה|410+אל,from H2372 and H410,,N_N-M-P,Hazael,"Hazael = ""one who sees God""<br>1) a king of Syria; sent by his master, Ben-hadad, to the prophet Elisha, to seek a remedy for Ben-hadad's leprosy; apparently later killed Ben-hadad, assumed the throne, and soon became engaged in a war with the kings of Judah and Israel for the possession of the city of Ramoth-gilead",ḥăzāhʾēl,
2372,חָזָה,H,,a primitive root,,V,to see,"1) to see, perceive, look, behold, prophesy, provide<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to see, behold<br>&emsp;&emsp;1a2) to see as a seer in the ecstatic state<br>&emsp;&emsp;1a3) to see, perceive<br>1a3a) with the intelligence<br>1a3b) to see (by experience)<br>1a3c) to provide",ḥāzā,
2373,חָזֶה,H,2372+חזה,from H2372,,N-M,breast,"1) breast (of animals), breast of an animal sacrifice",ḥāzeh,
2374,חֹזֶה,H,2372+חזה,active participle of H2372,,N-M,seer,1) seer<br>&emsp;1a) seer<br>&emsp;1b) vision,ḥōzeh,
2375,חֲזוֹ,H,2372+חזה,from H2372,,N_N-M-P,Hazo,"Hazo = ""vision""<br>1) son of Nahor by his wife Milcah",ḥăzō,
2376,חֱזוּ,A,2370+חזא חזה,(Aramaic) from H2370,,N-M,vision,"1) vision, appearance<br>&emsp;1a) vision<br>&emsp;1b) appearance",ḥĕzū,
2377,חָזוֹן,H,2372+חזה,from H2372,,N-M,vision,"1) vision<br>&emsp;1a) vision (in ecstatic state)<br>&emsp;1b) vision (in night)<br>&emsp;1c) vision, oracle, prophecy (divine communication)<br>&emsp;1d) vision (as title of book of prophecy)",ḥāzōn,
2378,חָזוֹת,H,2372+חזה,from H2372,,N-F,vision,1) visions,ḥāzōt,
2379,חֲזוֹת,A,2370+חזא חזה,(Aramaic) from H2370,,N-F,visibility,"1) view, sight, visibility",ḥăzōt,
2380,חָזוּת,H,2372+חזה,from H2372,,N-F,vision,"1) vision, conspicuousness<br>&emsp;1a) vision, oracle of a prophet<br>&emsp;&emsp;1a1) agreement<br>&emsp;1b) conspicuousness in appearance",ḥāzūt,
2381,חֲזִיאֵל,H,2372+חזה|410+אל,from H2372 and H410,,N_N-M-P,Haziel,"Haziel = ""vision of God""<br>1) a Levite of the family of Shimei of the Gershonites in the time of David or Solomon",ḥăzīʾēl,
2382,חֲזָיָה,H,2372+חזה|3050+יה,from H2372 and H3050,,N_N-M-P,Hazaiah,"Hazaiah = ""God has seen""<br>1) an exile and descendant of Shelah of the tribe of Judah who returned in the time of Nehemiah",ḥăzāyā,
2383,חֶזְיוֹן,H,2372+חזה,from H2372,,N_N-M-P,Hezion,"Hezion = ""vision""<br>1) king of Syria, father of Tabrimon and grandfather of Ben-hadad; probably identical with 'Rezon' the contemporary of Solomon",ḥezyōn,
2384,חִזָּיוֹן,H,2372+חזה,from H2372,,N-M,vision,"1) vision<br>&emsp;1a) vision (in the ecstatic state)<br>&emsp;&emsp;1a1) valley of vision (perhaps fig. of Jerusalem or Hinnom)<br>&emsp;1b) vision (in the night)<br>&emsp;1c) vision, oracle, prophecy (in divine communication)",ḥizzāyōn,
2385,חֲזִיז,H,,from an unused root meaning to glare,,N-M,lightning,"1) thunderbolt, lightning flash, lightning, storm, cloud",ḥăzīz,
2386,חֲזִיר,H,,from an unused root probably meaning to enclose,,N-M,swine,"1) hog, swine, boar<br>&emsp;1a) swine (as forbidden food)<br>&emsp;1b) wild boar",ḥăzīr,
2387,חֵזִיר,H,2386+חזיר,from the same as H2386,,N_N-M-P,Hezir,"Hezir = ""swine""<br>1) a priest in the time of David, leader of the 17th monthly course<br>2) one of the heads of the people who sealed the covenant with Nehemiah",ḥēzīr,
2388,חָזַק,H,,a primitive root,,V,to strengthen,"1) to strengthen, prevail, harden, be strong, become strong, be courageous, be firm, grow firm, be resolute, be sore<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to be strong, grow strong<br>1a1a) to prevail, prevail upon<br>1a1b) to be firm, be caught fast, be secure<br>1a1c) to press, be urgent<br>1a1d) to grow stout, grow rigid, grow hard (bad sense)<br>1a1e) to be severe, be grievous<br>&emsp;&emsp;1a2) to strengthen<br>&emsp;1b) (Piel)<br>&emsp;&emsp;1b1) to make strong<br>&emsp;&emsp;1b2) to restore to strength, give strength<br>&emsp;&emsp;1b3) to strengthen, sustain, encourage<br>&emsp;&emsp;1b4) to make strong, make bold, encourage<br>&emsp;&emsp;1b5) to make firm<br>&emsp;&emsp;1b6) to make rigid, make hard<br>&emsp;1c) (Hiphil)<br>&emsp;&emsp;1c1) to make strong, strengthen<br>&emsp;&emsp;1c2) to make firm<br>&emsp;&emsp;1c3) to display strength<br>&emsp;&emsp;1c4) to make severe<br>&emsp;&emsp;1c5) to support<br>&emsp;&emsp;1c6) to repair<br>&emsp;&emsp;1c7) to prevail, prevail upon<br>&emsp;&emsp;1c8) to have or take or keep hold of, retain, hold up, sustain, support<br>&emsp;&emsp;1c9) to hold, contain<br>&emsp;1d) (Hithpael)<br>&emsp;&emsp;1d1) to strengthen oneself<br>&emsp;&emsp;1d2) to put forth strength, use one's strength<br>&emsp;&emsp;1d3) to withstand<br>&emsp;&emsp;1d4) to hold strongly with",ḥāzaq,
2389,חָזָק,H,2388+חזק,from H2388,,A,strong,"1) strong, stout, mighty<br>&emsp;1a) strong<br>&emsp;&emsp;1a1) severe, sharp, hot<br>&emsp;&emsp;1a2) firm, hard<br>&emsp;1b) a strong one (subst)",ḥāzāq,
2390,חָזֵק,H,2388+חזק,from H2388,,A,stronger,"1) stronger, louder",ḥāzēq,
2391,חֵ֫זֶק,H,2388+חזק,from H2388,,N-M,strength,1) strength,ḥēzeq,
2392,חֹ֫זֶק,H,2388+חזק,from H2388,,N-M,strngth,1) strength,ḥōzeq,
2393,חֶזְקָה,H,2391+חזק,feminine of H2391,,N-F,strength,"1) strength, strong, being strong, force",ḥezqā,
2394,חׇזְקָה,H,2392+חוזק,feminine of H2392,,N-F,force,"1) force, might, strength, violence",ḥozqā,
2395,חִזְקִי,H,2388+חזק,from H2388,,N_N-M-P,Hizki,"Hezeki = ""strong""<br>1) a Benjamite, descendant of Shaaraim",ḥizqī,
2396,חִזְקִיָּהוּ,H,2388+חזק|3050+יה,from H2388 and H3050,,N_N-M-P,Hezekiah,"Hezekiah or Hizkiah or Hizkijah = ""Jehovah is my strength""<br>1) 12th king of Judah, son of Ahaz and Abijah; a good king in that he served Jehovah and did away with idolatrous practices<br>2) great-great-grandfather of Zephaniah the prophet<br>3) son of Neariah, a descendant of David<br>4) head of a family of returning exiles in the time of Nehemiah",ḥizqiyyāhū,
2397,חַח,H,2336+חוח,from the same as H2336,,N-M,hook,"1) hook, ring, fetter, brooch<br>&emsp;1a) hook, ring (in nose of captive)<br>&emsp;1b) hook, ring (as jewellery)<br>&emsp;&emsp;1b1) nose ring<br>&emsp;&emsp;1b2) bracelet",ḥaḥ,
2398,חָטָא,H,,a primitive root,,V,to sin,"1) to sin, miss, miss the way, go wrong, incur guilt, forfeit, purify from uncleanness<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to miss<br>&emsp;&emsp;1a2) to sin, miss the goal or path of right and duty<br>&emsp;&emsp;1a3) to incur guilt, incur penalty by sin, forfeit<br>&emsp;1b) (Piel)<br>&emsp;&emsp;1b1) to bear loss<br>&emsp;&emsp;1b2) to make a sin-offering<br>&emsp;&emsp;1b3) to purify from sin<br>&emsp;&emsp;1b4) to purify from uncleanness<br>&emsp;1c) (Hiphil)<br>&emsp;&emsp;1c1) to miss the mark<br>&emsp;&emsp;1c2) to induce to sin, cause to sin<br>&emsp;&emsp;1c3) to bring into guilt or condemnation or punishment<br>&emsp;1d) (Hithpael)<br>&emsp;&emsp;1d1) to miss oneself, lose oneself, wander from the way<br>&emsp;&emsp;1d2) to purify oneself from uncleanness",ḥāṭāʾ,
2399,חֵטְא,H,2398+חטא,from H2398,,N-M,sin,1) sin<br>&emsp;1a) sin<br>&emsp;1b) guilt for sin<br>&emsp;1c) punishment for sin,ḥēṭᵊʾ,
2400,חַטָּא,H,2398+חטא,intensively from H2398,,N-M;A,sinner,"1) sinners<br>adj<br>2) sinful<br>3) exposed to condemnation, reckoned as offenders",ḥaṭṭāʾ,
2401,חֲטָאָה,H,2399+חטא,feminine of H2399,,N-F,sin,"1) sin, sin offering<br>&emsp;1a) sin<br>&emsp;1b) sin offering",ḥăṭāʾā,
2402,חַטָּאָה,A,2401+חטאה,(Aramaic) corresponding to H2401,,N-F,sin offering,1) sin offering,ḥaṭṭāʾā,
2403,חַטָּאָה,H,2398+חטא,from H2398,"חַטָּאת, חַטָּאָה",N-F,sin,"1) sin, sinful thing|1) sin, sin offering<br>&emsp;1a) sin<br>&emsp;1b) condition of sin, guilt of sin<br>&emsp;1c) punishment for sin<br>&emsp;1d) sin-offering<br>&emsp;1e) purification from sins of ceremonial uncleanness",ḥaṭṭāʾā,
2404,חָטַב,H,,a primitive root,,V,to chop,"1) to cut, gather<br>&emsp;1a) (Qal) to cut, gather (wood)<br>&emsp;1b) (Pual) to cut, carve",ḥāṭav,
2405,חֲטֻבוֹת,H,2404+חטב,feminine passive participle of H2404,,N-F,colored,"1) coloured fabric, dark-hued stuffs",ḥăṭuvōt,
2406,חִטָּה,H,,of uncertain derivation,,N-F,wheat,1) wheat<br>&emsp;1a) wheat (plant)<br>&emsp;1b) wheat flour,ḥiṭṭā,
2407,חַטּוּשׁ,H,,from an unused root of uncertain signification,,N_N-M-P,Hattush,"Hattush = ""assembled""<br>1) a descendant of David, apparently one of the sons of Shechaniah, in the 4th or 5th generation from Zerubbabel<br>&emsp;1a) a man who returned with Ezra; maybe same as 1 above<br>&emsp;1b) a man who returned with Zerubbabel; maybe same as 1 above<br>2) son of Hashabniah who helped repair the walls of Jerusalem with Nehemiah",ḥaṭṭūš,
2408,חֲטָי,A,2398+חטא,(Aramaic) from a root corresponding to H2398,,N-M,sin,1) sin,ḥăṭāy,
2409,חַטָּיָא,A,2408+חטי,(Aramaic) from the same as H2408,,N-F,sin offering,1) sin offering,ḥaṭṭāyāʾ,
