strongNumber,etymDesc,heading,entrycontent
1107,"constructive plural from H1077 and H5703,",beside,"1) apart from, except, without, besides"
1108,patronymically from H1106,Belaite,"Belaites = ""swallowing""<br>1) descendants of Bela"
1109,probably from H1077 and H5971,Balaam|Bileam,"Balaam = ""not of the people""<br>n pr m<br>1) the son of Beor, a man endowed with the gift of prophecy|Balaam = ""not of the people""<br>n pr loc<br>1) a town in Manasseh"
1110,a primitive root,to waste,"1) to waste, lay waste, devastate<br>&emsp;1a) (Poel) to make waste<br>&emsp;1b) (Pual) devastated (participle)"
1111,from H1110,Balak,"Balak = ""devastator""<br>1) a king of Moab who hired Balaam to curse Israel"
1112,of foreign origin. Compare H1095,Belshazzar,"Belshazzar = ""Bel protect the king""<br>1) king of Babylon at the time of its fall; he to whom Daniel interpreted the writing on the wall"
1113,(Aramaic) corresponding to H1112,Belshazzar,"Belshazzar = ""Bel protect the king""<br>1) king of Babylon at the time of its fall; he to whom Daniel interpreted the writing on the wall"
1114,of uncertain derivation,Bilshan,"Bilshan = ""in slander""<br>1) an exile who returned with Zerubbabel"
1115,constructive feminine of H1086 (equivalent to H1097),lest,"subst<br>1) not, except<br>adv<br>2) not<br>3) except (after preceding negation)<br>conj<br>4) except (after an implied or expressed negation)<br>with prep<br>5) so as not, in order not<br>6) an account of not, because...not<br>7) until not"
1116,from an unused root (meaning to be high),high place,"1) high place, ridge, height, bamah (technical name for cultic platform)<br>&emsp;1a) high place, mountain<br>&emsp;1b) high places, battlefields<br>&emsp;1c) high places (as places of worship)<br>&emsp;1d) funeral mound?"
1117,the same as H1116,Bamah,"Bamah = ""high place""<br>1) a place in Palestine (of places of idolatrous worship)"
1118,probably from H4107 with prepositional prefix,Bimhal,"Bimhal = ""in circumcision: in weakness (by mixture)""<br>1) a descendant of Asher"
1119,prolongation for prepositional prefix,in/at/by,"1) in, at, by"
1120,"plural of H1116, heights; or (fully) Bamowth Bahal {baw-moth' bah'-al}; from the same and H1168",Bamoth,"Bamoth = ""high places"" or ""great high place""<br>1) a town on the river Arnon in Moab"
1121,from H1129,son|Beno,"1) son, grandson, child, member of a group<br>&emsp;1a) son, male child<br>&emsp;1b) grandson<br>&emsp;1c) children (pl. - male and female)<br>&emsp;1d) youth, young men (pl.)<br>&emsp;1e) young (of animals)<br>&emsp;1f) sons (as characterisation, i.e. sons of injustice [for un- righteous men] or sons of God [for angels]<br>&emsp;1g) people (of a nation) (pl.)<br>&emsp;1h) of lifeless things, i.e. sparks, stars, arrows (fig.)<br>&emsp;1i) a member of a guild, order, class|Beno = ""his son""<br>n pr m<br>1) the sons of Jaaziah and the sons of Merari by Jaahziah (his son)"
1122,the same as H1121,Ben,"Ben = ""son""<br>1) a Levite, one of the porters appointed by David for the ark"
1123,(Aramaic) corresponding to H1121,son,"1) son, child"
1124,corresponding to H1129,to build,1) to build<br>&emsp;1a) (P'al) to build<br>&emsp;1b) (Ithp'il) to be built
1125,from H1121 and H40,Ben-abinadab,"Ben-Abinadab = ""son of Abinadab""<br>1) an officer of Solomon"
1126,from H1121 and H205,Ben-oni,"Ben-oni = ""son of my sorrow""<br>1) the name given to Benjamin by Rachel"
1127,from H1121 and H1397,Ben-geber,"Ben-geber = ""the son of Geber"" or ""the son of a man""<br>1) an officer of Solomon"
1128,from H1121 and a derivative of H1856,Ben-deker,"Ben-dekar = ""son of stabbing"" or ""son of Dekar""<br>1) an officer of Solomon"
1129,a primitive root,to build,"1) to build, rebuild, establish, cause to continue<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to build, rebuild<br>&emsp;&emsp;1a2) to build a house (ie, establish a family)<br>&emsp;1b) (Niphal)<br>&emsp;&emsp;1b1) to be built<br>&emsp;&emsp;1b2) to be rebuilt<br>&emsp;&emsp;1b3) established (of restored exiles) (fig.)<br>&emsp;&emsp;1b4) established (made permanent)<br>&emsp;&emsp;1b5) to be built up (of childless wife becoming the mother of a family through the children of a concubine)"
1130,from H1121 and H1908,Ben-hadad,"Ben-hadad = ""son of [the false god] Hadad""<br>1) the king of Syria, contemporary with Asa of Judah<br>2) the son of Hazael, also king of Syria"
1131,from H1129,Binnui,"Binnui = ""built up""<br>1) an exile returnee with Zerubbabel, son of Henadad, who assisted at the reparation of the wall of Jerusalem, under Nehemiah<br>2) a Levite in time of Ezra, father of Noadiah<br>3) another Levite in time of Ezra, who took a foreign wife<br>4) still another Levite in time of Ezra, who took a foreign wife"
1132,from H1121 and H2105,Ben-zoheth,"Ben-zoheth = ""son of Zoheth""<br>1) one of the tribe of Judah"
1133,from H1121 and H2354,Ben-hur,"Ben-hur = ""son of whiteness"" or ""son of Chur""<br>1) a man who was commissariat officer for Solomon in Mount Ephraim"
1134,from H1121 and H2428,Ben-hail,"Ben-hail = ""son of strength"" or ""son (man) of might""<br>1) a ruler (prince) under Jehoshaphat"
1135,from H1121 and H2605,Ben-hanan,"Ben-hanan = ""son of favour""<br>1) one of the tribe of Judah"
1136,from H1121 and H2617,Ben-hesed,"Ben-hesed = ""son of mercy""<br>1) an officer of Solomon"
1137,from H1129,Bani,"Bani = ""built""<br>1) a Gadite, one of David's mighty warriors<br>2) a Levite of the line of Merari, and forefather to Ethan<br>3) a man of Judah of the line of Pharez<br>4) ""children of Bani"" returned from captivity with Zerubbabel<br>5) one or up to three Levites in Nehemiah's time"
1138,from H1129,Bunni,"Bunni = ""built""<br>1) a Levite in the time of Nehemiah<br>2) another Levite of earlier date"
1139,from the plural construction of H1121 and H1300,Bene-berak,"Bene-barak = ""sons of lightning""<br>1) a city in Dan"
1140,feminine from H1129,building,"1) structure, building"
1141,from H1129 and H3050,Benaiah,"Benaiah = ""Jehovah has built"" or ""Yahweh has built up""<br>1) one of David's mighty warriors, son of Jehoiada the chief priest, a Levite, set by David over his bodyguard, later having remained faithful to Solomon during Adonijah's attempt on the crown, was raised into the place of Joab as commander-in-chief of the army<br>2) the Pirathonite, an Ephraimite, one of David's thirty mighty warriors, and the captain of the eleventh monthly course<br>3) a Simeonite, a prince of the families of Simeon<br>4) a Levite in the time of David who played with a psaltery on Alamoth<br>5) a priest in the time of David, appointed to blow the trumpet before the ark<br>6) a Levite of the sons of Asaph<br>7) a Levite in the time of Hezekiah<br>8) Four Israelites in the time of Ezra who had taken strange wives<br>9) the father of Pelatiah"
1142,from the plural of H1121 and H3292,Bene-jaakan,"Bene-jaakan = ""sons of twisting""<br>1) an Israelite place of encampment in the wilderness (same as H0885)"
1143,dual of H996,champion,"1) between, space between two armies<br>&emsp;1a) man of the space between armies, i.e. champion (of Goliath) (meton)"
1144,from H1121 and H3225,Benjamin,"Benjamin = ""son of the right hand""<br>1) Jacob's and Rachel's youngest son, Joseph's full brother<br>2) son of Bilhan, great-grandson of Benjamin<br>3) a Benjamite, one of the sons of Harim, in the time of Ezra who had taken a strange wife<br>4) the tribe descended from Benjamin, the son of Jacob"
1145,patron from H1144,Benjamite,"Benjamite = ""a son of the right hand""<br>1) one of the tribe of Benjamin"
1146,from H1129,building,"1) structure, building"
1147,(Aramaic) corresponding to H1146,building,"1) a building, structure"
1148,probably from H1121 with pronoun suffix,Beninu,"Beninu = ""our son""<br>1) a returning Levite exile who sealed the covenant with Nehemiah"
1149,(Aramaic) of uncertain affinity,be angry,1) (P'al) to be angry
1150,of uncertain derivation,Binea,Binea or Bineah = fountain<br>1) a descendant of Jonathan
1151,from H1121 and H5971 with pronomial suffix,Ben-ammi,"Ben-ami = ""son of my people""<br>1) son of Lot, born to his second daughter, progenitor of the Ammonites"
1152,from H5475 and H3050 with prepositional prefix,Besodeiah,"Besodeiah = ""with the counsel of Jehovah"" or ""in the secret of the Lord""<br>1) father of one of the repairers of the wall of Jerusalem in the time of Nehemiah"
1153,from H947,Besai,"Besai = ""my treading""<br>1) a temple slave (or group of slaves) who returned with Zerubbabel"
1154,from an unused root meaning to be sour,unripe grape,1) unripe or sour grapes
1155,from the same as H1154,unripe grape,"1) unripe grapes, sour grapes"
1156,corresponding to H1158,to ask,"1) to ask, seek, request, desire, pray, make petition<br>&emsp;1a) (P'al)<br>&emsp;&emsp;1a1) to ask, request<br>&emsp;&emsp;1a2) to seek (for favour)"
1157,from H5704 with prepositional prefix,about/through/for,"1) behind, through, round about, on behalf of, away from, about<br>&emsp;1a) through (of action)<br>&emsp;1b) behind (with verbs of shutting)<br>&emsp;1c) about (with verbs of fencing)<br>&emsp;1d) on behalf of (metaph. especially with Hithpael)"
1158,a primitive root,to enquire,"1) to seek out, swell, cause to swell, boil up, enquire<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to seek, enquire<br>&emsp;&emsp;1a2) to cause to boil up<br>&emsp;1b) (Niphal)<br>&emsp;&emsp;1b1) to be searched out<br>&emsp;&emsp;1b2) to be swelling, bulging, swelling out"
1159,(Aramaic) from H1156,petition,"1) petition, request<br>2) prayer (always in Jewish liturgy)"
1160,from H1197 (in the sense of burning),Beor,"Beor = ""burning""<br>1) father of Balaam<br>2) father of Bela, king of Edom"
1161,masculine plural from H1204,terror,"1) terrors, alarms (occasioned by God)"
1162,from an unused root of uncertain meaning,Boaz,"Boaz = ""fleetness""<br>1) ancestor of David, kinsman-redeemer to Ruth, daughter-in-law of Naomi<br>2) name of the left of two brazen pillars, 18 cubits high, erected in the porch of Solomon's temple"
1163,a primitive root,to kick,"1) to kick, kick at<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to kick<br>&emsp;&emsp;1a2) to kick at<br>&emsp;&emsp;1a3) to desire (fig.)"
1164,from H1158,ruins,"1) ruin, heap of ruins"
1165,from H1197 (in the sense of eating),cattle,"1) beasts, cattle"
1166,a primitive root,to marry,"1) to marry, rule over, possess, own<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to marry, be lord (husband) over<br>&emsp;&emsp;1a2) to rule over<br>&emsp;1b) (Niphal) to be married"
1167,from H1166,master,"1) owner, husband, lord<br>&emsp;1a) owner<br>&emsp;1b) a husband<br>&emsp;1c) citizens, inhabitants<br>&emsp;1d) rulers, lords<br>&emsp;1e) (noun of relationship used to characterise-ie, master of dreams)"
1168,the same as H1167,Baal,"Baal = ""lord""<br>n pr m<br>1) esp. lord, specif. as divine name, Baal<br>&emsp;1a) supreme male divinity of the Phoenicians or Canaanites|Baal = ""lord""<br>n pr m<br>1) a Reubenite<br>2) the son of Jehiel and grandfather of Saul<br>n pr loc<br>3) a town of Simeon, probably identical to Baalath-beer"
1169,(Aramaic) corresponding to H1167,commander,"1) owner, lord"
1170,from H1168 and H1285,Baal-berith,"Baal-berith = ""lord of the covenant""<br>1) a god of the Philistines"
1171,from H1168 and H1409,Baal-gad,"Baal-gad = ""lord of fortune""<br>1) a city noted for Baal-worship, located at the most northern or northwestern point to which Joshua's victories extended"
1172,feminine of H1167,mistress,"1) mistress, female owner<br>2) sorceress, necromancer (noun of relationship)"
1173,the same as H1172,Baalah,"Baalah = ""mistress""<br>1) another name for Kirjath-jearim or Kirjath-baal; modern Kuriet el Enab<br>2) a town in the south of Judah, also called Balah and Bilhah"
1174,from H1167 and H1995,Baal-hamon,"Baal-hamon = ""lord (possessor) of abundance""<br>1) the site of Solomon's vineyard"
1175,plural of H1172,Bealoth,"Baalath or Bealoth = ""mistresses""<br>1) a town in south Judah"
1176,from H1168 and H2070,Baal-zebub,"Baal-zebub = ""lord of the fly""<br>1) a Philistine deity worshipped at Ekron"
1177,from H1167 and H2603,Baal-hanan,"Baal-hanan = ""Baal is gracious""<br>1) an early king of Edom<br>2) one of David's officers, a Gederite, who had the superintendence of his olive and sycamore plantations"
1178,from H1167 and a modification of H2691,Baal-hazor,"Baal-hazor = ""lord of the village""<br>1) a town on the border between Ephraim and Benjamin, apparent location of a sheep farm of Absalom and location of Amnon's murder"
1179,from H1167 and H2768,Baal-hermon,"Baal-hermon or Baal-chermon = ""lord of destruction""<br>1) a city near or on Mount Hermon, named as a seat of Baal worship"
1180,from H1167 with pronoun suffix,Baali,"Baali = ""my lord""<br>1) a deity in the northern kingdom, variation of the name 'Baal'"
1181,from the plural of H1168 and the plural of H1116,Baal-bamoth,"Baale-bamoth = ""the lords of the high places""<br>1) the people of Arnon, east of Jordan"
1182,from H1168 and H3045,Beeliada,"Beeliada = ""the lord knows""<br>1) a son of David, born in Jerusalem, elsewhere named 'Eliada'"
1183,from H1167 and H3050,Bealiah,"Bealiah = ""Jehovah is master""<br>1) a Benjamite who went over to David at Ziklag and was one of David's mighty warriors"
1184,from the plural of H1167 and H3063,Baale-judah,"Baale-Judah = ""the lords of Judah""<br>1) a place in Judah named for the Baalim, also known as Kirjath-jearim, Kirjath-baal; modern Kuriet el Enab"
1185,probably from a derivative of H5965 with prepositional prefix,Baalis,"Baalis = ""lord of the banner: in causing the joy""<br>1) king of the Ammonites at the time of the destruction of Jerusalem by Nebuchadnezzar"
1186,from H1168 and H4583,Baal-meon,"Baal-meon = ""lord of the habitation""<br>1) a town in Reuben, mentioned in connection with Nebo, and in the time of Ezekiel, Moabite"
1187,from H1168 and H6465,Baal-peor,"Baal-peor = ""lord of the gap""<br>1) the deity worshipped at Peor with probable licentious rites"
1188,from H1167 and the plural of H6556,Baal-perazim,"Baal-perazim = ""lord of the breaks""<br>1) the site of a victory of David over the Philistines, and of a great destruction of their images; also called 'Mount Perazim'"
1189,"from H1168 and H6828 (in the sense of cold) (according to others an Egyptian form of Typhon, the destroyer)",Baal-zephon,"Baal Tsphon or Baal-zephon = ""lord of the north""<br>1) a place in Egypt near the Red Sea where Pharaoh and his army were destroyed during the Exodus"
1190,from H1168 and H8031,Baal-shalishah,"Baal-shalisha = ""thrice-great lord""<br>1) a place in Ephraim near Gilgal"
1191,a modification of H1172,Baalath,"Baalath = ""mistress""<br>1) a town in Dan"
1192,from H1172 and H875,Baalath-beer,"Baalath-beer = ""mistress of the well""<br>1) a town in the south part of Judah, given to Simeon, which also bore the name of 'Ramath-negeb'"
1193,from H1167 and H8558,Baal-tamar,"Baal-tamar = ""lord of the palms""<br>1) a place near Gibeah in Benjamin"
1194,probably a contraction of H1010,Beon,"Beon = ""in the dwelling: indwelling""<br>1) a place or city in Reuben"
1195,the same as H1196,Baana,"Baana or Baanah = ""in the affliction""<br>1) the son of Ahilud, Solomon's commissariat officer in Jezreel and the north of the Jordan valley<br>2) another of Solomon's officers<br>3) father of Zadok who assisted in rebuilding the wall of Jerusalem under Nehemiah"
1196,from a derivative of H6031 with prepositional prefix,Baanah,"Baana or Baanah = ""in affliction""<br>1) a Benjamite, son Rimmon, who with his brother Rechab murdered Ish-bosheth. For this, killed by David, mutilated bodies hung up over the pool at Hebron<br>2) a Netophathite, father of Heleb or Heled, one of David's mighty warriors<br>3) the head of a family of exiles returning with Zerubbabel<br>4) a chief of the people"
1197,a primitive root,to burn|be brutish,"1) to burn, consume, kindle, be kindled<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to begin to burn, be kindled, start burning<br>&emsp;&emsp;1a2) to burn, be burning<br>&emsp;&emsp;1a3) to burn, consume<br>&emsp;&emsp;1a4) Jehovah's wrath, human wrath (fig.)<br>&emsp;1b) (Piel)<br>&emsp;&emsp;1b1) to kindle, burn<br>&emsp;&emsp;1b2) to consume, remove (of guilt) (fig.)<br>&emsp;1c) (Hiphil)<br>&emsp;&emsp;1c1) to kindle<br>&emsp;&emsp;1c2) to burn up<br>&emsp;&emsp;1c3) to consume (destroy)<br>&emsp;1d) (Pual) to burn|v denom<br>1) to be stupid, brutish, barbarous<br>&emsp;1a) (Qal) to be stupid, dull-hearted, unreceptive<br>&emsp;1b) (Niphal) to be stupid, dull-hearted<br>&emsp;1c) (Piel) to feed, graze<br>&emsp;1d) (Hiphil) to cause to be grazed over"
